Run , DB Rows , Blob Size (Bytes) , Blob Type , DB Size (Bytes) , Total Write Time , Avrg. Write Time (s) , Write Time Deviation , Min Write Time (s) , Max Write Time (s) , Most Common Write Time (s) , Write Time Increase
1 , 100 , 100 , Zeros , 32768 , 00:00:0.617 , 0.006 , 0.00167 , 0.004 , 0.015 , 0.006 , 1.13E-5
